x,y
0.426681,1.284771
0.426681,1.284771
0.427004,1.294766
0.427070,1.299766
0.427135,1.304765
0.427135,1.304765
0.427201,1.309765
0.427201,1.309765
0.427201,1.309765
0.427201,1.309765
0.427201,1.309765
0.427074,1.314763
0.426947,1.319762
0.426886,1.329762
0.426886,1.329762
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426759,1.334760
0.426632,1.339758
0.426506,1.344757
0.426379,1.349755
0.426252,1.354754
0.426252,1.354754
0.426252,1.354754
0.426252,1.354754
0.426252,1.354754
0.426252,1.354754
0.426252,1.354754
0.426252,1.354754
0.426252,1.354754
0.426125,1.359752
0.426125,1.359752
0.425999,1.364750
0.425553,1.374740
0.425426,1.379739
0.425426,1.379739
0.425426,1.379739
0.425426,1.379739
0.425426,1.379739
0.425426,1.379739
0.425426,1.379739
0.425426,1.379739
0.425426,1.379739
0.425365,1.389739
0.425238,1.394737
0.425111,1.399735
0.425111,1.399735
0.425111,1.399735
0.425111,1.399735
0.425111,1.399735
0.425111,1.399735
0.425111,1.399735
0.425111,1.399735
0.425050,1.409735
0.424989,1.419735
0.424989,1.419735
0.424989,1.419735
0.424989,1.419735
0.424989,1.419735
0.424989,1.419735
0.424989,1.419735
0.424989,1.419735
0.424989,1.419735
0.424862,1.424733
0.424735,1.429732
0.424674,1.439732
0.424674,1.439732
0.424674,1.439732
0.424739,1.444731
0.424739,1.444731
0.424739,1.444731
0.424739,1.444731
0.424805,1.449731
0.424871,1.454730
0.424936,1.459730
0.424875,1.469730
0.424940,1.474729
0.424940,1.474729
0.424940,1.474729
0.424940,1.474729
0.424940,1.474729
0.424940,1.474729
0.425006,1.479729
0.425071,1.484728
0.425395,1.494723
0.425395,1.494723
0.425395,1.494723
0.425395,1.494723
0.425395,1.494723
0.425395,1.494723
0.425395,1.494723
0.425460,1.499723
0.425526,1.504722
0.425526,1.504722
0.425849,1.514717
0.425849,1.514717
0.426107,1.519710
0.426107,1.519710
0.426107,1.519710
0.426107,1.519710
0.426107,1.519710
0.426107,1.519710
0.426364,1.524704
0.426622,1.529697
0.427329,1.539672
0.427329,1.539672
0.427329,1.539672
0.427329,1.539672
0.427329,1.539672
0.427329,1.539672
0.427587,1.544665
0.427845,1.549659
0.427845,1.549659
0.428552,1.559634
0.428810,1.564627
0.429068,1.569620
0.429068,1.569620
0.429068,1.569620
0.429068,1.569620
0.429068,1.569620
0.429068,1.569620
0.429068,1.569620
0.429775,1.579595
0.430482,1.589570
0.430482,1.589570
0.430482,1.589570
0.430482,1.589570
0.430482,1.589570
0.430482,1.589570
0.430482,1.589570
0.430482,1.589570
0.431190,1.599545
0.431190,1.599545
0.431897,1.609520
0.431897,1.609520
0.431897,1.609520
0.431897,1.609520
0.431897,1.609520
0.431897,1.609520
0.431897,1.609520
0.432155,1.614514
0.432413,1.619507
0.432670,1.624500
0.432928,1.629494
0.433635,1.639469
0.433635,1.639469
0.433635,1.639469
0.433635,1.639469
0.433635,1.639469
0.434085,1.644448
0.434085,1.644448
0.435175,1.654389
0.435625,1.659368
0.436074,1.664348
0.436074,1.664348
0.436074,1.664348
0.436074,1.664348
0.436074,1.664348
0.436074,1.664348
0.436074,1.664348
0.436524,1.669328
0.436973,1.674308
0.438064,1.684248
0.438064,1.684248
0.438064,1.684248
0.438064,1.684248
0.438064,1.684248
0.438064,1.684248
0.438064,1.684248
0.438513,1.689228
0.438963,1.694208
0.438963,1.694208
0.440053,1.704148
0.440053,1.704148
0.440503,1.709128
0.440503,1.709128
0.440503,1.709128
0.440503,1.709128
0.440761,1.714121
0.441018,1.719114
0.441018,1.719114
0.441276,1.724108
0.441534,1.729101
0.442241,1.739076
0.442241,1.739076
0.442241,1.739076
0.442241,1.739076
0.442241,1.739076
0.442241,1.739076
0.442241,1.739076
0.442241,1.739076
0.442948,1.749051
0.443656,1.759026
0.443656,1.759026
0.443656,1.759026
0.443656,1.759026
0.443656,1.759026
0.443656,1.759026
0.443656,1.759026
0.443656,1.759026
0.443914,1.764019
0.444171,1.769013
0.444879,1.778988
0.444879,1.778988
0.445136,1.783981
0.445136,1.783981
0.445136,1.783981
