t,count1,count2,cmd_left,cmd_right
12.705687,224,217,0.400,-0.400
12.715797,224,218,0.400,-0.400
12.725896,224,218,0.400,-0.400
12.735993,224,218,0.400,-0.400
12.746090,225,218,0.400,-0.400
12.756186,225,219,0.400,-0.400
12.766281,225,219,0.400,-0.400
12.776374,225,219,0.400,-0.400
12.786474,226,219,0.400,-0.400
12.796588,226,220,0.400,-0.400
12.806695,226,220,0.400,-0.400
12.816773,226,220,0.400,-0.400
12.826869,227,220,0.400,-0.400
12.836966,227,221,0.400,-0.400
12.847149,227,221,0.400,-0.400
12.857244,227,221,0.400,-0.400
12.867345,228,221,0.400,-0.400
12.877441,228,222,0.400,-0.400
12.887536,228,222,0.400,-0.400
12.897633,228,222,0.400,-0.400
12.907744,229,223,0.400,-0.400
12.917841,229,223,0.400,-0.400
12.927935,229,223,0.400,-0.400
12.938028,229,223,0.400,-0.400
12.948287,230,224,0.400,-0.400
12.958373,230,224,0.400,-0.400
12.968614,230,224,0.400,-0.400
12.978715,230,224,0.400,-0.400
12.988815,231,225,0.400,-0.400
12.998919,231,225,0.400,-0.400
13.009015,231,225,0.400,-0.400
13.019116,231,225,0.400,-0.400
13.029212,232,226,0.400,-0.400
13.039314,232,226,0.400,-0.400
13.049407,232,226,0.400,-0.400
13.059503,233,226,0.400,-0.400
13.069600,233,227,0.400,-0.400
13.079694,233,227,0.400,-0.400
13.089774,233,227,0.400,-0.400
13.099878,234,227,0.400,-0.400
13.109979,234,228,0.400,-0.400
13.120075,234,228,0.400,-0.400
13.130168,235,228,0.400,-0.400
13.150598,235,229,0.000,0.000
12.341101,236,229,0.000,0.000
13.241589,236,229,0.000,0.000
13.282490,236,229,0.000,0.000
13.323245,236,229,0.000,0.000
13.363862,236,229,0.000,0.000
13.404447,236,229,0.000,0.000
13.445086,236,229,0.000,0.000
13.485673,236,229,0.000,0.000
13.526256,236,229,0.000,0.000
13.566796,236,229,0.000,0.000
13.607787,236,229,0.400,0.400
13.617924,236,229,0.400,0.400
13.628034,236,229,0.400,0.400
13.638135,236,229,0.400,0.400
13.648233,236,229,0.400,0.400
13.658329,236,229,0.400,0.400
13.668389,237,230,0.400,0.400
13.678501,237,230,0.400,0.400
13.688596,237,230,0.400,0.400
13.698689,237,230,0.400,0.400
13.708770,237,230,0.400,0.400
13.718876,237,230,0.400,0.400
13.728976,237,231,0.400,0.400
13.739074,238,231,0.400,0.400
13.749170,238,231,0.400,0.400
13.759265,238,231,0.400,0.400
13.769372,238,231,0.400,0.400
13.779482,239,232,0.400,0.400
13.789596,239,232,0.400,0.400
13.799713,239,232,0.400,0.400
13.809817,239,233,0.400,0.400
13.819915,240,233,0.250,0.250
13.830320,240,233,0.250,0.250
13.840647,240,233,0.250,0.250
13.850963,241,234,0.250,0.250
13.861277,241,234,0.250,0.250
13.871683,241,234,0.250,0.250
13.882039,242,235,0.250,0.250
13.892377,242,235,0.250,0.250
13.902690,242,235,0.250,0.250
13.912998,243,236,0.250,0.250
13.923306,243,236,0.250,0.250
13.933611,243,236,0.250,0.250
13.943916,244,237,0.250,0.250
13.954222,244,237,0.250,0.250
13.964537,244,237,0.250,0.250
13.974946,245,238,0.250,0.250
13.985587,245,238,0.250,0.250
13.996030,245,238,0.250,0.250
14.006368,246,239,0.250,0.250
14.016692,246,239,0.250,0.250
14.027125,246,239,0.250,0.250
14.037443,247,239,0.250,0.250
14.047775,247,240,0.250,0.250
14.058079,247,240,0.250,0.250
14.068674,248,240,0.250,0.250
14.079038,248,241,0.250,0.250
14.089354,248,241,0.250,0.250
14.099662,248,241,0.250,0.250
14.110007,249,242,0.250,0.250
14.120437,249,242,0.250,0.250
14.130749,249,242,0.250,0.250
14.141057,250,242,0.250,0.250
14.151398,250,243,0.250,0.250
14.161731,250,243,0.250,0.250
14.172043,251,243,0.250,0.250
14.192410,251,244,0.000,0.000
13.607422,253,245,0.000,0.000
14.283324,253,246,0.000,0.000
14.324381,254,246,0.000,0.000
14.365993,254,247,0.400,0.400
14.376146,254,247,0.400,0.400
14.386303,254,247,0.400,0.400
14.396497,254,247,0.400,0.400
14.406654,254,247,0.400,0.400
14.416766,254,247,0.400,0.400
14.426903,255,247,0.400,0.400
14.437023,255,247,0.400,0.400
14.447132,255,247,0.400,0.400
14.457246,255,248,0.400,0.400
14.467385,255,248,0.400,0.400
14.477737,256,248,0.400,0.400
14.487865,256,248,0.400,0.400
14.498001,256,248,0.400,0.400
14.508140,256,249,0.400,0.400
14.518253,256,249,0.400,0.400
14.528363,257,249,0.400,0.400
14.538471,257,250,0.400,0.400
14.548584,257,250,0.400,0.400
14.558702,258,250,0.400,0.400
14.568837,258,251,0.250,0.250
14.579328,258,251,0.250,0.250
14.589703,259,251,0.250,0.250
14.600099,259,251,0.250,0.250
14.610451,259,252,0.250,0.250
14.620829,260,252,0.250,0.250
14.631212,260,252,0.250,0.250
14.641579,260,253,0.250,0.250
14.651948,261,253,0.250,0.250
14.662313,261,253,0.250,0.250
14.672686,261,254,0.250,0.250
14.683080,262,254,0.250,0.250
14.693480,262,254,0.250,0.250
14.703851,262,255,0.250,0.250
14.714228,263,255,0.250,0.250
14.724621,263,255,0.250,0.250
14.734984,263,256,0.250,0.250
14.745366,264,256,0.250,0.250
14.755736,264,256,0.250,0.250
14.766104,264,257,0.250,0.250
14.776476,264,257,0.250,0.250
14.786826,265,257,0.250,0.250
14.797206,265,258,0.250,0.250
14.807617,265,258,0.250,0.250
14.817961,266,258,0.250,0.250
14.828342,266,258,0.250,0.250
14.838689,266,259,0.250,0.250
14.849037,267,259,0.250,0.250
14.859411,267,259,0.250,0.250
14.869757,267,260,0.250,0.250
14.880111,268,260,0.250,0.250
14.890459,268,260,0.250,0.250
14.900810,268,261,0.250,0.250
14.911205,269,261,0.250,0.250
14.931644,269,261,0.000,0.000
14.365418,271,263,0.000,0.000
15.023338,271,263,0.400,0.400
15.033673,271,263,0.400,0.400
15.043840,272,264,0.400,0.400
15.054057,272,264,0.400,0.400
15.064215,272,264,0.400,0.400
15.074388,272,264,0.400,0.400
15.084630,272,264,0.400,0.400
15.094758,273,265,0.400,0.400
15.104878,273,265,0.400,0.400
15.114982,273,265,0.400,0.400
15.125092,273,265,0.400,0.400
15.135217,274,266,0.400,0.400
15.145359,274,266,0.400,0.400
15.155473,274,266,0.400,0.400
15.165581,275,266,0.400,0.400
15.175691,275,267,0.250,0.250
15.186175,275,267,0.250,0.250
15.196580,276,267,0.250,0.250
15.207006,276,268,0.250,0.250
15.217367,276,268,0.250,0.250
15.227730,277,268,0.250,0.250
15.238087,277,269,0.250,0.250
15.248547,277,269,0.250,0.250
15.258909,278,269,0.250,0.250
15.269275,278,270,0.250,0.250
15.279675,278,270,0.250,0.250
15.290061,279,270,0.250,0.250
15.300472,279,271,0.250,0.250
15.310836,279,271,0.250,0.250
15.321189,279,271,0.250,0.250
15.331607,280,272,0.250,0.250
15.341956,280,272,0.250,0.250
15.352322,280,272,0.250,0.250
15.362666,281,273,0.250,0.250
15.373017,281,273,0.250,0.250
15.383381,281,273,0.250,0.250
15.393785,282,274,0.250,0.250
15.404223,282,274,0.250,0.250
15.414602,282,274,0.250,0.250
15.424949,283,275,0.250,0.250
15.435328,283,275,0.250,0.250
15.445729,283,275,0.250,0.250
15.456100,283,275,0.250,0.250
15.466498,284,276,0.250,0.250
15.476863,284,276,0.250,0.250
15.487220,284,276,0.250,0.250
15.497576,285,277,0.250,0.250
15.507971,285,277,0.250,0.250
15.518342,285,277,0.250,0.250
15.528697,286,277,0.250,0.250
15.549067,286,278,0.000,0.000
15.022947,288,279,0.000,0.000
15.640173,288,280,0.000,0.000
15.681362,289,280,0.000,0.000
15.723035,289,280,0.400,0.400
15.733213,289,280,0.400,0.400
15.743347,289,280,0.400,0.400
15.753539,289,280,0.400,0.400
15.763688,289,281,0.400,0.400
15.773807,289,281,0.400,0.400
15.783918,289,281,0.400,0.400
15.794049,289,281,0.400,0.400
15.804160,289,281,0.400,0.400
15.814265,290,281,0.400,0.400
15.824376,290,281,0.400,0.400
15.834483,290,281,0.400,0.400
15.844585,290,282,0.400,0.400
15.854690,290,282,0.400,0.400
15.864816,291,282,0.400,0.400
15.874963,291,282,0.400,0.400
15.885126,291,283,0.400,0.400
15.895264,291,283,0.400,0.400
15.905588,292,283,0.400,0.400
15.915737,292,283,0.400,0.400
15.925843,292,284,0.400,0.400
15.935955,293,284,0.250,0.250
15.946444,293,284,0.250,0.250
15.956813,293,285,0.250,0.250
15.967175,294,285,0.250,0.250
15.977551,294,285,0.250,0.250
15.987992,294,285,0.250,0.250
15.998645,295,286,0.250,0.250
16.009657,295,286,0.250,0.250
16.020398,295,286,0.250,0.250
16.031204,296,287,0.250,0.250
16.041683,296,287,0.250,0.250
16.052393,296,287,0.250,0.250
16.062919,296,288,0.250,0.250
16.073409,297,288,0.250,0.250
16.083864,297,288,0.250,0.250
16.094253,297,288,0.250,0.250
16.104629,297,289,0.250,0.250
16.115018,298,289,0.250,0.250
16.125407,298,289,0.250,0.250
16.135778,298,290,0.250,0.250
16.146140,299,290,0.250,0.250
16.156515,299,290,0.250,0.250
16.166885,299,290,0.250,0.250
16.177261,299,291,0.250,0.250
16.187683,300,291,0.250,0.250
16.198041,300,291,0.250,0.250
16.208402,300,291,0.250,0.250
16.218800,300,292,0.250,0.250
16.229166,301,292,0.250,0.250
16.239572,301,292,0.250,0.250
16.249933,301,293,0.250,0.250
16.260295,302,293,0.250,0.250
16.270634,302,293,0.250,0.250
16.281018,302,293,0.250,0.250
16.291427,302,293,0.250,0.250
16.301795,303,294,0.250,0.250
16.312180,303,294,0.250,0.250
16.322549,303,294,0.250,0.250
16.332926,303,295,0.250,0.250
16.353321,304,295,0.000,0.000
15.722325,305,296,0.000,0.000
16.444787,305,296,0.400,-0.400
16.455142,306,297,0.400,-0.400
16.465403,306,297,0.400,-0.400
16.475643,306,297,0.400,-0.400
16.485797,306,297,0.400,-0.400
16.495967,306,297,0.400,-0.400
16.506099,306,297,0.400,-0.400
16.516210,306,297,0.400,-0.400
16.526321,307,297,0.400,-0.400
16.536464,307,298,0.400,-0.400
16.546602,307,298,0.400,-0.400
16.556736,307,298,0.400,-0.400
16.566847,308,298,0.400,-0.400
16.576959,308,298,0.400,-0.400
16.587066,308,298,0.400,-0.400
16.597169,308,298,0.400,-0.400
16.607286,309,298,0.400,-0.400
16.617409,309,298,0.400,-0.400
16.627514,309,299,0.400,-0.400
16.637622,309,299,0.400,-0.400
16.647729,309,299,0.400,-0.400
16.657832,310,299,0.400,-0.400
16.667949,310,299,0.400,-0.400
16.678049,310,299,0.400,-0.400
16.688171,310,300,0.400,-0.400
16.698282,311,300,0.400,-0.400
16.708391,311,300,0.400,-0.400
16.718505,311,300,0.400,-0.400
16.728612,311,300,0.400,-0.400
16.738717,312,300,0.400,-0.400
16.748824,312,301,0.400,-0.400
16.758930,312,301,0.400,-0.400
16.769037,312,301,0.400,-0.400
16.779140,313,301,0.400,-0.400
16.789252,313,301,0.400,-0.400
16.799386,313,302,0.400,-0.400
16.809493,313,302,0.400,-0.400
16.819598,314,302,0.400,-0.400
16.829705,314,302,0.400,-0.400
16.839826,314,302,0.400,-0.400
16.849933,314,303,0.400,-0.400
16.860040,315,303,0.400,-0.400
16.870150,315,303,0.400,-0.400
16.880255,315,303,0.400,-0.400
16.890362,315,304,0.400,-0.400
16.900455,316,304,0.400,-0.400
16.910560,316,304,0.400,-0.400
16.920663,316,304,0.400,-0.400
16.930762,316,305,0.400,-0.400
16.940871,316,305,0.400,-0.400
16.950976,317,305,0.400,-0.400
16.961085,317,305,0.400,-0.400
16.971195,317,306,0.400,-0.400
16.981306,317,306,0.400,-0.400
16.991410,318,306,0.400,-0.400
17.001517,318,306,0.400,-0.400
17.011626,318,307,0.400,-0.400
17.021732,318,307,0.400,-0.400
17.031836,319,307,0.400,-0.400
17.041945,319,307,0.400,-0.400
17.052187,319,308,0.400,-0.400
17.062293,319,308,0.400,-0.400
17.072397,319,308,0.400,-0.400
17.082516,320,308,0.400,-0.400
17.092625,320,309,0.400,-0.400
17.102736,320,309,0.400,-0.400
17.112849,320,309,0.400,-0.400
17.122953,321,309,0.400,-0.400
17.133064,321,310,0.400,-0.400
17.143171,321,310,0.400,-0.400
17.153276,321,310,0.400,-0.400
17.163407,322,310,0.400,-0.400
17.173519,322,311,0.400,-0.400
17.183627,322,311,0.400,-0.400
17.193780,322,311,0.400,-0.400
17.203885,322,311,0.400,-0.400
17.213989,323,311,0.400,-0.400
17.224104,323,312,0.400,-0.400
17.234207,323,312,0.400,-0.400
17.244319,323,312,0.400,-0.400
17.254426,324,312,0.400,-0.400
17.274899,324,313,0.000,0.000
16.444327,324,313,0.000,0.000
17.366015,324,313,0.000,0.000
17.407341,324,313,0.000,0.000
17.448208,324,313,0.000,0.000
17.488887,324,313,0.000,0.000
17.529586,324,313,0.000,0.000
17.570181,324,313,0.000,0.000
17.610829,324,313,0.000,0.000
17.651451,324,313,0.000,0.000
17.692056,324,313,0.000,0.000
17.732585,324,313,0.000,0.000
17.773099,324,313,0.000,0.000
17.813750,324,313,-0.400,0.400
17.834374,324,313,-0.400,0.400
17.854876,324,313,-0.400,0.400
17.875473,325,314,-0.400,0.400
17.896381,325,314,-0.400,0.400
17.917055,326,314,0.000,0.000
17.958594,326,314,0.000,0.000
17.999676,326,314,0.000,0.000
18.040528,326,314,0.000,0.000
18.081211,326,314,0.000,0.000
18.121953,326,314,0.000,0.000
18.162569,326,314,0.000,0.000
18.203159,326,314,0.000,0.000
18.243719,326,314,0.000,0.000
18.284398,326,314,0.400,-0.400
18.305089,326,314,0.400,-0.400
18.325669,326,314,0.400,-0.400
18.346202,326,315,0.400,-0.400
18.367211,327,315,0.400,-0.400
18.387987,327,315,0.000,0.000
18.429096,328,316,0.000,0.000
18.470148,328,316,0.400,-0.400
18.490952,328,316,0.400,-0.400
18.512081,328,316,0.400,-0.400
18.532825,328,316,0.400,-0.400
18.553439,328,316,0.400,-0.400
18.574196,329,317,0.000,0.000
18.615120,329,317,0.000,0.000
18.656195,329,317,0.000,0.000
18.697329,329,317,0.000,0.000
18.738153,329,317,0.000,0.000
18.778817,329,317,0.000,0.000
18.819509,329,317,0.400,-0.400
18.840265,329,317,0.400,-0.400
18.860814,329,317,0.400,-0.400
18.881352,329,317,0.400,-0.400
18.902082,329,317,0.400,-0.400
18.922734,330,317,0.000,0.000
18.963571,330,317,0.000,0.000
19.004566,330,317,0.000,0.000
19.045425,330,317,0.000,0.000
19.086084,330,317,0.400,-0.400
19.106842,330,317,0.400,-0.400
19.127413,330,317,0.400,-0.400
19.147934,330,317,0.400,-0.400
19.168539,330,318,0.400,-0.400
19.189211,331,318,0.000,0.000
19.230467,331,319,0.000,0.000
19.271469,331,319,0.000,0.000
19.312785,331,320,0.000,0.000
19.353850,331,320,0.400,-0.400
19.374626,331,321,0.400,-0.400
19.396078,331,321,0.400,-0.400
19.416843,331,321,0.400,-0.400
19.437635,331,322,0.400,-0.400
19.458577,332,322,0.000,0.000
19.499761,332,322,0.000,0.000
19.540685,332,323,0.000,0.000
19.581657,332,323,0.000,0.000
19.622742,332,323,0.000,0.000
19.663575,332,323,0.000,0.000
19.704257,332,323,0.000,0.000
19.744883,332,323,0.000,0.000
19.786065,332,323,0.400,0.400
19.796189,332,323,0.400,0.400
19.806307,332,324,0.400,0.400
19.816433,332,324,0.400,0.400
19.826539,332,324,0.400,0.400
19.836646,332,324,0.400,0.400
19.846752,332,324,0.400,0.400
19.856853,332,324,0.400,0.400
19.866956,332,324,0.400,0.400
19.877060,332,324,0.400,0.400
19.887176,332,324,0.400,0.400
19.897295,332,324,0.400,0.400
19.907386,333,325,0.400,0.400
19.917501,333,325,0.400,0.400
19.927602,333,325,0.400,0.400
19.937711,333,325,0.400,0.400
19.947819,333,325,0.400,0.400
19.957922,334,326,0.400,0.400
19.968027,334,326,0.400,0.400
19.978130,334,326,0.400,0.400
19.988232,334,326,0.400,0.400
19.998343,335,327,0.400,0.400
20.008448,335,327,0.400,0.400
20.018559,335,327,0.400,0.400
20.028673,336,328,0.250,0.250
20.039131,336,328,0.250,0.250
20.049503,336,328,0.250,0.250
20.059890,337,328,0.250,0.250
20.070244,337,329,0.250,0.250
20.080630,337,329,0.250,0.250
20.090984,337,329,0.250,0.250
20.101348,338,330,0.250,0.250
20.111714,338,330,0.250,0.250
20.122110,338,330,0.250,0.250
20.132472,339,331,0.250,0.250
20.142828,339,331,0.250,0.250
20.153200,339,331,0.250,0.250
20.163627,339,331,0.250,0.250
20.173980,340,332,0.250,0.250
20.184354,340,332,0.250,0.250
20.194707,340,332,0.250,0.250
20.205072,341,333,0.250,0.250
20.215527,341,333,0.250,0.250
20.225945,341,333,0.250,0.250
20.236337,342,333,0.250,0.250
20.246793,342,334,0.250,0.250
20.257176,342,334,0.250,0.250
20.267579,342,334,0.250,0.250
20.277950,343,335,0.250,0.250
20.288345,343,335,0.250,0.250
20.298717,343,335,0.250,0.250
20.309494,344,336,0.250,0.250
20.319919,344,336,0.250,0.250
20.330279,344,336,0.250,0.250
20.340645,344,336,0.250,0.250
20.351001,345,337,0.250,0.250
20.361364,345,337,0.250,0.250
20.371713,345,337,0.250,0.250
20.382077,345,337,0.250,0.250
20.392434,346,338,0.250,0.250
20.412805,346,338,0.000,0.000
19.785662,348,340,0.000,0.000
20.503787,348,340,0.000,0.000
20.544971,348,340,0.000,0.000
20.585792,349,340,0.000,0.000
20.626536,349,340,0.000,0.000
20.667403,349,340,0.000,0.000
20.708164,349,340,0.000,0.000
20.749235,349,340,0.400,0.400
20.759347,349,340,0.400,0.400
20.769444,349,340,0.400,0.400
20.779544,349,340,0.400,0.400
20.789651,350,340,0.400,0.400
20.799764,350,340,0.400,0.400
20.809866,350,341,0.400,0.400
20.819972,350,341,0.400,0.400
20.830142,350,341,0.400,0.400
20.840245,350,341,0.400,0.400
20.850342,350,341,0.400,0.400
20.860440,350,341,0.400,0.400
20.870542,351,341,0.400,0.400
20.880637,351,342,0.400,0.400
20.890737,351,342,0.400,0.400
20.900850,351,342,0.400,0.400
20.910965,352,342,0.400,0.400
20.921071,352,343,0.400,0.400
20.931170,352,343,0.400,0.400
20.941265,352,343,0.400,0.400
20.951380,353,343,0.400,0.400
20.961474,353,344,0.250,0.250
20.971833,353,344,0.250,0.250
20.982127,353,344,0.250,0.250
20.992458,354,344,0.250,0.250
21.002814,354,345,0.250,0.250
21.013149,354,345,0.250,0.250
21.023512,355,345,0.250,0.250
21.033829,355,346,0.250,0.250
21.044141,355,346,0.250,0.250
21.054456,356,346,0.250,0.250
21.064767,356,347,0.250,0.250
21.075074,356,347,0.250,0.250
21.085384,356,347,0.250,0.250
21.095658,357,347,0.250,0.250
21.105966,357,348,0.250,0.250
21.116394,357,348,0.250,0.250
21.126692,358,348,0.250,0.250
21.137081,358,349,0.250,0.250
21.147393,358,349,0.250,0.250
21.157689,358,349,0.250,0.250
21.167963,359,349,0.250,0.250
21.178248,359,350,0.250,0.250
21.188586,359,350,0.250,0.250
21.198937,359,350,0.250,0.250
21.209246,360,350,0.250,0.250
21.219618,360,351,0.250,0.250
21.229936,360,351,0.250,0.250
21.240252,360,351,0.250,0.250
21.250562,361,351,0.250,0.250
21.260911,361,352,0.250,0.250
21.271222,361,352,0.250,0.250
21.281524,362,352,0.250,0.250
21.291814,362,352,0.250,0.250
21.302132,362,353,0.250,0.250
21.312484,362,353,0.250,0.250
21.322769,363,353,0.250,0.250
21.333062,363,354,0.250,0.250
21.343349,363,354,0.250,0.250
21.353626,363,354,0.250,0.250
21.363939,364,354,0.250,0.250
21.384233,364,355,0.000,0.000
20.748894,366,356,0.000,0.000
21.475358,366,357,0.000,0.000
21.517107,366,357,0.000,0.000
21.558397,366,357,0.400,0.400
21.568534,366,357,0.400,0.400
21.578644,366,357,0.400,0.400
21.588753,366,357,0.400,0.400
21.598870,367,357,0.400,0.400
21.609000,367,357,0.400,0.400
21.619117,367,357,0.400,0.400
21.629225,367,357,0.400,0.400
21.639334,367,358,0.400,0.400
21.649448,367,358,0.400,0.400
21.659576,367,358,0.400,0.400
21.669742,368,358,0.400,0.400
21.679861,368,358,0.400,0.400
21.689976,368,359,0.400,0.400
21.700102,368,359,0.400,0.400
21.710222,369,359,0.400,0.400
21.720340,369,359,0.400,0.400
21.730454,369,360,0.400,0.400
21.740565,369,360,0.400,0.400
21.750673,370,360,0.400,0.400
21.760786,370,360,0.400,0.400
21.770898,370,361,0.250,0.250
21.781356,371,361,0.250,0.250
21.791741,371,361,0.250,0.250
21.802109,371,362,0.250,0.250
21.812497,372,362,0.250,0.250
21.822863,372,362,0.250,0.250
21.833218,372,362,0.250,0.250
21.843630,372,363,0.250,0.250
21.853994,373,363,0.250,0.250
21.864352,373,363,0.250,0.250
21.874724,373,364,0.250,0.250
21.885095,374,364,0.250,0.250
21.895498,374,364,0.250,0.250
21.905867,374,365,0.250,0.250
21.916265,375,365,0.250,0.250
21.926636,375,365,0.250,0.250
21.936984,375,365,0.250,0.250
21.947344,375,366,0.250,0.250
21.957700,376,366,0.250,0.250
21.968057,376,366,0.250,0.250
21.978411,376,367,0.250,0.250
21.988772,377,367,0.250,0.250
21.999127,377,367,0.250,0.250
22.009478,377,367,0.250,0.250
22.019841,377,368,0.250,0.250
22.030201,378,368,0.250,0.250
22.040575,378,368,0.250,0.250
22.050934,378,369,0.250,0.250
22.061297,379,369,0.250,0.250
22.071653,379,369,0.250,0.250
22.081995,379,369,0.250,0.250
22.092356,379,370,0.250,0.250
22.102708,380,370,0.250,0.250
22.113068,380,370,0.250,0.250
22.123500,380,370,0.250,0.250
22.133882,380,371,0.250,0.250
22.144233,381,371,0.250,0.250
22.164621,381,371,0.000,0.000
21.557986,383,373,0.000,0.000
22.255547,383,373,0.000,0.000
22.296588,383,373,0.000,0.000
22.337489,383,373,0.000,0.000
22.378623,383,373,0.400,0.400
22.388767,383,373,0.400,0.400
22.398873,383,373,0.400,0.400
22.408980,383,373,0.400,0.400
22.419088,383,373,0.400,0.400
22.429200,383,374,0.400,0.400
22.439323,384,374,0.400,0.400
22.449434,384,374,0.400,0.400
22.459539,384,374,0.400,0.400
22.469662,384,374,0.400,0.400
22.479804,384,374,0.400,0.400
22.489922,384,374,0.400,0.400
22.500033,384,374,0.400,0.400
22.510143,385,375,0.400,0.400
22.520255,385,375,0.400,0.400
22.530364,385,375,0.400,0.400
22.540486,385,375,0.400,0.400
22.550601,386,375,0.400,0.400
22.560722,386,376,0.400,0.400
22.570834,386,376,0.400,0.400
22.580943,386,376,0.400,0.400
22.591064,387,376,0.400,0.400
22.601175,387,377,0.250,0.250
22.611688,387,377,0.250,0.250
22.622063,387,377,0.250,0.250
22.632429,388,378,0.250,0.250
22.642824,388,378,0.250,0.250
22.653174,388,378,0.250,0.250
22.663574,389,378,0.250,0.250
22.673959,389,379,0.250,0.250
22.684312,389,379,0.250,0.250
22.694665,389,379,0.250,0.250
22.705012,390,380,0.250,0.250
22.715359,390,380,0.250,0.250
22.725701,390,380,0.250,0.250
22.736047,391,380,0.250,0.250
22.746416,391,381,0.250,0.250
22.756765,391,381,0.250,0.250
22.767102,391,381,0.250,0.250
22.777450,392,381,0.250,0.250
22.787794,392,382,0.250,0.250
22.798155,392,382,0.250,0.250
22.808511,392,382,0.250,0.250
22.818857,393,383,0.250,0.250
22.829203,393,383,0.250,0.250
22.839599,393,383,0.250,0.250
22.849949,393,383,0.250,0.250
22.860299,394,384,0.250,0.250
22.870648,394,384,0.250,0.250
22.880989,394,384,0.250,0.250
22.891329,394,384,0.250,0.250
22.901674,395,385,0.250,0.250
22.912041,395,385,0.250,0.250
22.922391,395,385,0.250,0.250
22.932755,395,385,0.250,0.250
22.943147,396,386,0.250,0.250
22.953527,396,386,0.250,0.250
22.963875,396,386,0.250,0.250
22.974241,396,386,0.250,0.250
22.984608,397,387,0.250,0.250
22.994965,397,387,0.250,0.250
23.005311,397,387,0.250,0.250
23.015670,397,387,0.250,0.250
23.026024,398,387,0.250,0.250
23.046387,398,388,0.000,0.000
22.378210,399,389,0.000,0.000
23.137309,400,389,0.000,0.000
23.179641,400,390,0.400,0.400
23.189814,400,390,0.400,0.400
23.200035,400,390,0.400,0.400
23.210158,400,390,0.400,0.400
23.220353,400,390,0.400,0.400
23.230502,400,390,0.400,0.400
23.240619,400,390,0.400,0.400
23.250733,400,390,0.400,0.400
23.260839,401,390,0.400,0.400
23.270961,401,390,0.400,0.400
23.281090,401,390,0.400,0.400
23.291222,401,391,0.400,0.400
23.301340,401,391,0.400,0.400
23.311449,402,391,0.400,0.400
23.321561,402,391,0.400,0.400
23.331675,402,392,0.400,0.400
23.341799,402,392,0.400,0.400
23.351901,403,392,0.400,0.400
23.362009,403,392,0.400,0.400
23.372118,403,393,0.400,0.400
23.382224,403,393,0.400,0.400
23.392329,404,393,0.400,0.400
23.402437,404,393,0.400,0.400
23.412543,404,394,0.250,0.250
23.422997,405,394,0.250,0.250
23.433371,405,394,0.250,0.250
23.443786,405,395,0.250,0.250
23.454226,406,395,0.250,0.250
23.464628,406,395,0.250,0.250
23.474999,406,396,0.250,0.250
23.485372,407,396,0.250,0.250
23.495739,407,396,0.250,0.250
23.506100,407,397,0.250,0.250
23.516462,407,397,0.250,0.250
23.526831,408,397,0.250,0.250
23.537229,408,397,0.250,0.250
23.547668,408,398,0.250,0.250
23.558039,409,398,0.250,0.250
23.568429,409,398,0.250,0.250
23.578806,409,399,0.250,0.250
23.589170,409,399,0.250,0.250
23.599568,410,399,0.250,0.250
23.609935,410,399,0.250,0.250
23.620307,410,400,0.250,0.250
23.630685,411,400,0.250,0.250
23.641056,411,400,0.250,0.250
23.651482,411,400,0.250,0.250
23.661887,411,401,0.250,0.250
23.672244,412,401,0.250,0.250
23.682598,412,401,0.250,0.250
23.692954,412,402,0.250,0.250
23.703314,412,402,0.250,0.250
23.713667,413,402,0.250,0.250
23.724024,413,402,0.250,0.250
23.734377,413,403,0.250,0.250
23.744750,413,403,0.250,0.250
23.755099,414,403,0.250,0.250
23.765455,414,403,0.250,0.250
23.775810,414,404,0.250,0.250
23.786165,414,404,0.250,0.250
23.796509,415,404,0.250,0.250
23.816872,415,405,0.000,0.000
23.179162,417,406,0.000,0.000
23.907792,417,406,0.000,0.000
23.948837,417,406,0.000,0.000
23.989620,417,406,0.000,0.000
24.030332,417,406,0.000,0.000
24.071451,417,406,0.400,0.400
24.081588,417,406,0.400,0.400
24.091705,418,406,0.400,0.400
24.101826,418,406,0.400,0.400
24.111928,418,406,0.400,0.400
24.122034,418,406,0.400,0.400
24.132143,418,406,0.400,0.400
24.142247,418,407,0.400,0.400
24.152480,419,407,0.400,0.400
24.162586,419,407,0.400,0.400
24.172687,419,407,0.400,0.400
24.182781,419,407,0.400,0.400
24.192883,419,407,0.400,0.400
24.202999,419,408,0.400,0.400
24.213113,420,408,0.400,0.400
24.223238,420,408,0.400,0.400
24.233352,420,408,0.400,0.400
24.243459,420,408,0.400,0.400
24.253568,420,409,0.400,0.400
24.263676,421,409,0.400,0.400
24.273781,421,409,0.400,0.400
24.283885,421,409,0.400,0.400
24.294178,422,410,0.250,0.250
24.304654,422,410,0.250,0.250
24.315017,422,410,0.250,0.250
24.325429,422,411,0.250,0.250
24.335789,423,411,0.250,0.250
24.346157,423,411,0.250,0.250
24.356501,423,411,0.250,0.250
24.366866,424,412,0.250,0.250
24.377222,424,412,0.250,0.250
24.387621,424,412,0.250,0.250
24.397990,424,412,0.250,0.250
24.408370,425,413,0.250,0.250
24.418751,425,413,0.250,0.250
24.429099,425,413,0.250,0.250
24.439523,425,414,0.250,0.250
24.449944,426,414,0.250,0.250
24.460469,426,414,0.250,0.250
24.470824,426,414,0.250,0.250
