t,count1,count2,cmd_left,cmd_right
2.633597,10,10,0.250,0.250
2.643767,10,10,0.250,0.250
2.653926,10,10,0.250,0.250
2.664088,11,11,0.250,0.250
2.674245,11,11,0.250,0.250
2.684402,11,11,0.250,0.250
2.694563,11,11,0.250,0.250
2.704718,12,12,0.250,0.250
2.714875,12,12,0.250,0.250
2.725033,12,12,0.250,0.250
2.735195,13,13,0.250,0.250
2.745346,13,13,0.250,0.250
2.755474,13,13,0.250,0.250
2.765644,13,14,0.250,0.250
2.775800,14,14,0.250,0.250
2.785975,14,14,0.250,0.250
2.796132,14,14,0.250,0.250
2.806283,15,15,0.250,0.250
2.826454,15,15,0.000,0.000
2.218588,17,17,0.000,0.000
2.917029,17,17,0.000,0.000
2.957530,18,18,0.000,0.000
2.998021,18,18,0.000,0.000
3.038478,18,18,0.000,0.000
3.079115,18,18,0.400,0.400
3.089197,18,18,0.400,0.400
3.099266,18,18,0.400,0.400
3.109334,18,18,0.400,0.400
3.119403,18,18,0.400,0.400
3.129478,18,18,0.400,0.400
3.139555,18,18,0.400,0.400
3.149630,18,18,0.400,0.400
3.159701,19,18,0.400,0.400
3.169778,19,19,0.400,0.400
3.179856,19,19,0.400,0.400
3.189945,19,19,0.400,0.400
3.200016,19,19,0.400,0.400
3.210090,19,19,0.400,0.400
3.220163,20,20,0.400,0.400
3.230242,20,20,0.400,0.400
3.240314,20,20,0.400,0.400
3.250347,20,20,0.400,0.400
3.260417,21,21,0.400,0.400
3.270490,21,21,0.400,0.400
3.280585,21,21,0.400,0.400
3.290656,22,21,0.400,0.400
3.300728,22,22,0.250,0.250
3.310942,22,22,0.250,0.250
3.321134,23,22,0.250,0.250
3.331306,23,23,0.250,0.250
3.341673,23,23,0.250,0.250
3.351976,24,23,0.250,0.250
3.362231,24,24,0.250,0.250
3.372492,24,24,0.250,0.250
3.382737,24,24,0.250,0.250
3.392993,25,25,0.250,0.250
3.403248,25,25,0.250,0.250
3.413488,25,25,0.250,0.250
3.423733,26,26,0.250,0.250
3.433995,26,26,0.250,0.250
3.444319,26,26,0.250,0.250
3.454748,27,27,0.250,0.250
3.465071,27,27,0.250,0.250
3.475453,27,27,0.250,0.250
3.485767,28,27,0.250,0.250
3.496098,28,28,0.250,0.250
3.506430,28,28,0.250,0.250
3.516820,29,28,0.250,0.250
3.527331,29,29,0.250,0.250
3.537691,29,29,0.250,0.250
3.548035,30,29,0.250,0.250
3.558359,30,30,0.250,0.250
3.568743,30,30,0.250,0.250
3.579080,30,30,0.250,0.250
3.589417,31,31,0.250,0.250
3.599757,31,31,0.250,0.250
3.610079,31,31,0.250,0.250
3.620412,32,31,0.250,0.250
3.630772,32,32,0.250,0.250
3.641115,32,32,0.250,0.250
3.651481,33,32,0.250,0.250
3.671804,33,33,0.000,0.000
3.078929,35,35,0.000,0.000
3.763277,35,35,0.400,0.400
3.775133,35,35,0.400,0.400
3.785350,35,35,0.400,0.400
3.795548,36,35,0.400,0.400
3.805676,36,36,0.400,0.400
3.815806,36,36,0.400,0.400
3.825912,36,36,0.400,0.400
3.836007,37,36,0.400,0.400
3.846106,37,36,0.400,0.400
3.856207,37,37,0.400,0.400
3.866320,37,37,0.400,0.400
3.876456,38,37,0.400,0.400
3.886567,38,38,0.400,0.400
3.896670,38,38,0.400,0.400
3.906767,39,38,0.400,0.400
3.916863,39,38,0.400,0.400
3.926965,39,39,0.250,0.250
3.937366,40,39,0.250,0.250
3.947717,40,39,0.250,0.250
3.958043,40,40,0.250,0.250
3.968414,41,40,0.250,0.250
3.978766,41,41,0.250,0.250
3.989118,41,41,0.250,0.250
3.999488,42,41,0.250,0.250
4.009808,42,42,0.250,0.250
4.020128,42,42,0.250,0.250
4.030441,43,42,0.250,0.250
4.040752,43,43,0.250,0.250
4.051063,43,43,0.250,0.250
4.061379,44,43,0.250,0.250
4.071694,44,43,0.250,0.250
4.082046,44,44,0.250,0.250
4.092376,45,44,0.250,0.250
4.102750,45,44,0.250,0.250
4.113063,45,45,0.250,0.250
4.123432,46,45,0.250,0.250
4.133754,46,45,0.250,0.250
4.144088,46,46,0.250,0.250
4.154410,47,46,0.250,0.250
4.164730,47,46,0.250,0.250
4.175037,47,47,0.250,0.250
4.185379,48,47,0.250,0.250
4.195713,48,47,0.250,0.250
4.206022,48,48,0.250,0.250
4.216333,48,48,0.250,0.250
4.226638,49,48,0.250,0.250
4.236968,49,48,0.250,0.250
4.247250,49,49,0.250,0.250
4.257534,50,49,0.250,0.250
4.277826,50,50,0.000,0.000
3.762933,52,51,0.000,0.000
4.368626,53,52,0.000,0.000
4.409878,53,52,0.000,0.000
4.450597,53,53,0.000,0.000
4.491349,54,53,0.000,0.000
4.532583,54,53,0.400,0.400
4.542732,54,53,0.400,0.400
4.552913,54,53,0.400,0.400
4.563094,54,53,0.400,0.400
4.573237,54,53,0.400,0.400
4.583428,54,53,0.400,0.400
4.593547,54,53,0.400,0.400
4.603652,54,53,0.400,0.400
4.613760,54,53,0.400,0.400
4.623862,54,53,0.400,0.400
4.633965,54,54,0.400,0.400
4.644064,54,54,0.400,0.400
4.654179,55,54,0.400,0.400
4.664315,55,54,0.400,0.400
4.674419,55,54,0.400,0.400
4.684535,55,55,0.400,0.400
4.694648,56,55,0.400,0.400
4.704750,56,55,0.400,0.400
4.714847,56,55,0.400,0.400
4.724944,56,56,0.400,0.400
4.735042,57,56,0.400,0.400
4.745141,57,56,0.400,0.400
4.755237,57,56,0.400,0.400
4.765337,57,57,0.400,0.400
4.775445,58,57,0.250,0.250
4.785864,58,57,0.250,0.250
4.796218,59,58,0.250,0.250
4.806540,59,58,0.250,0.250
4.816850,59,58,0.250,0.250
4.827166,60,59,0.250,0.250
4.837480,60,59,0.250,0.250
4.847784,60,59,0.250,0.250
4.858098,61,60,0.250,0.250
4.868408,61,60,0.250,0.250
4.878816,61,60,0.250,0.250
4.889196,62,61,0.250,0.250
4.899580,62,61,0.250,0.250
4.909891,62,61,0.250,0.250
4.920204,63,62,0.250,0.250
4.930517,63,62,0.250,0.250
4.940821,63,62,0.250,0.250
4.951131,63,63,0.250,0.250
4.961434,64,63,0.250,0.250
4.971740,64,63,0.250,0.250
4.982052,64,64,0.250,0.250
4.992386,65,64,0.250,0.250
5.002701,65,64,0.250,0.250
5.013010,65,64,0.250,0.250
5.023322,66,65,0.250,0.250
5.033633,66,65,0.250,0.250
5.043937,66,65,0.250,0.250
5.054213,67,66,0.250,0.250
5.064505,67,66,0.250,0.250
5.074822,67,66,0.250,0.250
5.085101,68,67,0.250,0.250
5.095447,68,67,0.250,0.250
5.105734,68,67,0.250,0.250
5.116017,68,67,0.250,0.250
5.126290,69,68,0.250,0.250
5.146584,69,68,0.000,0.000
4.532226,71,70,0.000,0.000
5.237485,72,70,0.000,0.000
5.278371,72,71,0.000,0.000
5.319978,72,71,0.400,0.400
5.330157,72,71,0.400,0.400
5.340291,72,71,0.400,0.400
5.350837,73,71,0.400,0.400
5.360957,73,71,0.400,0.400
5.371054,73,72,0.400,0.400
5.381164,73,72,0.400,0.400
5.391262,73,72,0.400,0.400
5.401350,73,72,0.400,0.400
5.411451,74,72,0.400,0.400
5.421578,74,72,0.400,0.400
5.431669,74,73,0.400,0.400
5.441771,74,73,0.400,0.400
5.451871,75,73,0.400,0.400
5.461975,75,73,0.400,0.400
5.472074,75,74,0.400,0.400
5.482185,75,74,0.400,0.400
5.492302,76,74,0.400,0.400
5.502414,76,75,0.250,0.250
5.512829,76,75,0.250,0.250
5.523157,77,75,0.250,0.250
5.533521,77,76,0.250,0.250
5.543849,77,76,0.250,0.250
5.554168,78,76,0.250,0.250
5.564511,78,77,0.250,0.250
5.574820,78,77,0.250,0.250
5.585229,79,77,0.250,0.250
5.595673,79,77,0.250,0.250
5.606011,79,78,0.250,0.250
5.616349,80,78,0.250,0.250
5.626667,80,78,0.250,0.250
5.636976,80,79,0.250,0.250
5.647285,80,79,0.250,0.250
5.657587,81,79,0.250,0.250
5.667898,81,80,0.250,0.250
5.678209,81,80,0.250,0.250
5.688522,82,80,0.250,0.250
5.698871,82,81,0.250,0.250
5.709201,82,81,0.250,0.250
5.719572,83,81,0.250,0.250
5.729882,83,81,0.250,0.250
5.740187,83,82,0.250,0.250
5.750501,84,82,0.250,0.250
5.760807,84,82,0.250,0.250
5.771108,84,83,0.250,0.250
5.781422,84,83,0.250,0.250
5.791752,85,83,0.250,0.250
5.802088,85,84,0.250,0.250
5.812401,85,84,0.250,0.250
5.822705,86,84,0.250,0.250
5.833010,86,84,0.250,0.250
5.843313,86,85,0.250,0.250
5.853627,87,85,0.250,0.250
5.873944,87,86,0.000,0.000
5.319364,89,87,0.000,0.000
5.964960,89,88,0.000,0.000
6.005785,90,88,0.000,0.000
6.046744,90,88,0.000,0.000
6.087749,90,88,0.000,0.000
6.128467,90,88,0.000,0.000
6.169511,90,88,0.400,0.400
6.179619,90,88,0.400,0.400
6.189713,90,88,0.400,0.400
6.199806,90,88,0.400,0.400
6.209895,90,88,0.400,0.400
6.219984,90,88,0.400,0.400
6.230075,90,88,0.400,0.400
6.240177,91,89,0.400,0.400
6.250288,91,89,0.400,0.400
6.260400,91,89,0.400,0.400
6.270525,91,89,0.400,0.400
6.280630,91,89,0.400,0.400
6.290743,91,89,0.400,0.400
6.300843,92,90,0.400,0.400
6.310949,92,90,0.400,0.400
6.321046,92,90,0.400,0.400
6.331145,92,90,0.400,0.400
6.341253,93,91,0.400,0.400
6.351390,93,91,0.400,0.400
6.361499,93,91,0.400,0.400
6.371601,93,91,0.400,0.400
6.381703,94,92,0.250,0.250
6.392114,94,92,0.250,0.250
6.402430,94,92,0.250,0.250
6.412763,95,93,0.250,0.250
6.423086,95,93,0.250,0.250
6.433392,95,93,0.250,0.250
6.443722,95,94,0.250,0.250
6.454055,96,94,0.250,0.250
6.464431,96,94,0.250,0.250
6.474778,96,95,0.250,0.250
6.485103,97,95,0.250,0.250
6.495471,97,95,0.250,0.250
6.505795,97,96,0.250,0.250
6.516104,98,96,0.250,0.250
6.526439,98,96,0.250,0.250
6.536782,98,96,0.250,0.250
6.547133,99,97,0.250,0.250
6.557486,99,97,0.250,0.250
6.567818,99,97,0.250,0.250
6.578133,100,98,0.250,0.250
6.588453,100,98,0.250,0.250
6.598768,100,98,0.250,0.250
6.609073,100,99,0.250,0.250
6.619457,101,99,0.250,0.250
6.630411,101,99,0.250,0.250
6.640852,101,99,0.250,0.250
6.651204,102,100,0.250,0.250
6.661562,102,100,0.250,0.250
6.671880,102,100,0.250,0.250
6.682204,103,101,0.250,0.250
6.692533,103,101,0.250,0.250
6.702840,103,101,0.250,0.250
6.713149,103,102,0.250,0.250
6.723496,104,102,0.250,0.250
6.733814,104,102,0.250,0.250
6.744146,104,102,0.250,0.250
6.754476,105,103,0.250,0.250
6.774787,105,103,0.000,0.000
6.169148,107,105,0.000,0.000
6.865755,108,106,0.000,0.000
6.906994,108,106,0.000,0.000
6.947878,109,106,0.000,0.000
6.988878,109,106,0.000,0.000
7.029849,109,106,0.000,0.000
7.070678,109,106,0.000,0.000
7.111438,109,106,0.000,0.000
7.152103,109,106,0.000,0.000
7.193189,109,106,0.400,0.400
7.203327,109,106,0.400,0.400
7.213444,109,106,0.400,0.400
7.223561,109,106,0.400,0.400
7.233680,109,107,0.400,0.400
7.243809,109,107,0.400,0.400
7.253953,109,107,0.400,0.400
7.264059,109,107,0.400,0.400
7.274170,109,107,0.400,0.400
7.284291,109,107,0.400,0.400
7.294429,109,107,0.400,0.400
7.304549,110,107,0.400,0.400
7.314680,110,108,0.400,0.400
7.324790,110,108,0.400,0.400
7.334907,110,108,0.400,0.400
7.345031,111,108,0.400,0.400
7.355145,111,109,0.400,0.400
7.365266,111,109,0.400,0.400
7.375419,111,109,0.400,0.400
7.385540,112,109,0.400,0.400
7.395653,112,110,0.400,0.400
7.405762,112,110,0.400,0.400
7.415870,113,110,0.250,0.250
7.426330,113,111,0.250,0.250
7.436704,113,111,0.250,0.250
7.447098,113,111,0.250,0.250
7.457483,114,112,0.250,0.250
7.467948,114,112,0.250,0.250
7.478344,115,112,0.250,0.250
7.488740,115,113,0.250,0.250
7.499112,115,113,0.250,0.250
7.509477,116,113,0.250,0.250
7.519847,116,114,0.250,0.250
7.530204,116,114,0.250,0.250
7.540566,117,114,0.250,0.250
7.550986,117,115,0.250,0.250
7.561368,117,115,0.250,0.250
7.571756,118,115,0.250,0.250
7.582166,118,116,0.250,0.250
7.592553,118,116,0.250,0.250
7.602937,118,116,0.250,0.250
7.613427,119,117,0.250,0.250
7.623807,119,117,0.250,0.250
7.634177,119,117,0.250,0.250
7.644562,120,118,0.250,0.250
7.654938,120,118,0.250,0.250
7.665305,120,118,0.250,0.250
7.675733,121,119,0.250,0.250
7.686182,121,119,0.250,0.250
7.696570,121,119,0.250,0.250
7.706919,122,119,0.250,0.250
7.717316,122,120,0.250,0.250
7.727675,122,120,0.250,0.250
7.738041,123,120,0.250,0.250
7.748426,123,121,0.250,0.250
7.768827,124,121,0.000,0.000
7.192788,125,123,0.000,0.000
7.859988,126,123,0.000,0.000
7.901253,126,124,0.000,0.000
7.942374,127,124,0.000,0.000
7.984528,127,124,0.000,0.000
8.026192,127,124,0.400,0.400
8.036350,127,124,0.400,0.400
8.046474,127,124,0.400,0.400
8.056583,127,124,0.400,0.400
8.066689,127,124,0.400,0.400
8.076805,127,124,0.400,0.400
8.086918,127,124,0.400,0.400
8.097024,127,125,0.400,0.400
8.107143,127,125,0.400,0.400
8.117246,127,125,0.400,0.400
8.127356,128,125,0.400,0.400
8.137464,128,125,0.400,0.400
8.147574,128,125,0.400,0.400
8.157696,128,125,0.400,0.400
8.167834,128,126,0.400,0.400
8.177949,129,126,0.400,0.400
8.188058,129,126,0.400,0.400
8.198167,129,126,0.400,0.400
8.208288,129,127,0.400,0.400
8.218400,130,127,0.400,0.400
8.228508,130,127,0.400,0.400
8.238625,130,127,0.400,0.400
8.248743,131,128,0.250,0.250
8.259205,131,128,0.250,0.250
8.269591,131,128,0.250,0.250
8.279993,131,128,0.250,0.250
8.290350,131,128,0.250,0.250
8.300714,131,128,0.250,0.250
8.311098,131,128,0.250,0.250
8.321451,133,130,0.250,0.250
8.331869,133,131,0.250,0.250
8.342244,134,131,0.250,0.250
8.352629,134,131,0.250,0.250
8.362983,134,132,0.250,0.250
8.373364,134,132,0.250,0.250
8.383720,135,132,0.250,0.250
8.394086,135,132,0.250,0.250
8.404510,135,133,0.250,0.250
8.415125,136,133,0.250,0.250
8.425498,136,133,0.250,0.250
8.435895,136,134,0.250,0.250
8.446295,137,134,0.250,0.250
8.456693,137,134,0.250,0.250
8.467055,137,135,0.250,0.250
8.477422,138,135,0.250,0.250
8.487824,138,135,0.250,0.250
8.498210,138,136,0.250,0.250
8.508616,139,136,0.250,0.250
8.518993,139,136,0.250,0.250
8.529348,139,137,0.250,0.250
8.539701,140,137,0.250,0.250
8.550075,140,137,0.250,0.250
8.560447,140,137,0.250,0.250
8.570851,141,138,0.250,0.250
8.581210,141,138,0.250,0.250
8.591607,141,138,0.250,0.250
8.601983,141,139,0.250,0.250
8.622378,142,139,0.000,0.000
8.025730,144,141,0.000,0.000
8.713912,144,141,0.400,0.400
8.724046,144,141,0.400,0.400
8.734210,145,142,0.400,0.400
8.744419,145,142,0.400,0.400
8.754568,145,142,0.400,0.400
8.764739,145,142,0.400,0.400
8.774866,145,142,0.400,0.400
8.784971,146,143,0.400,0.400
8.795080,146,143,0.400,0.400
8.805187,146,143,0.400,0.400
8.815314,146,143,0.400,0.400
8.825421,147,144,0.400,0.400
8.835525,147,144,0.400,0.400
8.845626,147,144,0.400,0.400
8.855748,148,144,0.400,0.400
8.865858,148,145,0.250,0.250
8.876333,148,145,0.250,0.250
8.886815,149,145,0.250,0.250
8.897191,149,146,0.250,0.250
8.907640,149,146,0.250,0.250
8.918029,150,146,0.250,0.250
8.928414,150,147,0.250,0.250
8.938799,150,147,0.250,0.250
8.949229,151,147,0.250,0.250
8.959663,151,148,0.250,0.250
8.970026,151,148,0.250,0.250
8.980376,152,148,0.250,0.250
8.990745,152,149,0.250,0.250
9.001103,152,149,0.250,0.250
9.011510,153,149,0.250,0.250
9.021895,153,150,0.250,0.250
9.032258,153,150,0.250,0.250
9.042622,154,150,0.250,0.250
9.053012,154,151,0.250,0.250
9.063588,154,151,0.250,0.250
9.073971,155,151,0.250,0.250
9.084335,155,152,0.250,0.250
9.094687,155,152,0.250,0.250
9.105045,155,152,0.250,0.250
9.115490,156,152,0.250,0.250
9.125854,156,153,0.250,0.250
9.136220,156,153,0.250,0.250
9.146590,157,153,0.250,0.250
9.156970,157,154,0.250,0.250
9.167323,157,154,0.250,0.250
9.177676,158,154,0.250,0.250
9.188056,158,155,0.250,0.250
9.198389,158,155,0.250,0.250
9.208748,159,155,0.250,0.250
9.229131,159,156,0.000,0.000
8.713517,161,157,0.000,0.000
9.320627,161,158,0.400,0.400
9.330771,161,158,0.400,0.400
9.340945,161,158,0.400,0.400
9.351171,162,158,0.400,0.400
9.361361,162,158,0.400,0.400
9.371532,162,159,0.400,0.400
9.381653,162,159,0.400,0.400
9.391784,163,159,0.400,0.400
9.401896,163,159,0.400,0.400
9.412034,163,159,0.400,0.400
9.422164,163,160,0.400,0.400
9.432269,164,160,0.400,0.400
9.442387,164,160,0.400,0.400
9.452502,164,161,0.400,0.400
9.462611,165,161,0.400,0.400
9.472731,165,161,0.400,0.400
9.482833,165,162,0.250,0.250
9.493305,166,162,0.250,0.250
9.503743,166,162,0.250,0.250
9.514120,166,163,0.250,0.250
9.524522,167,163,0.250,0.250
9.534903,167,163,0.250,0.250
9.545270,168,164,0.250,0.250
9.555703,168,164,0.250,0.250
9.566074,168,164,0.250,0.250
9.576443,169,165,0.250,0.250
9.586799,169,165,0.250,0.250
9.597147,169,165,0.250,0.250
9.607560,170,166,0.250,0.250
9.617920,170,166,0.250,0.250
9.628320,170,166,0.250,0.250
9.638723,171,167,0.250,0.250
9.649114,171,167,0.250,0.250
9.659518,171,167,0.250,0.250
9.669902,172,168,0.250,0.250
9.680264,172,168,0.250,0.250
9.690610,172,168,0.250,0.250
9.700964,172,169,0.250,0.250
9.711317,173,169,0.250,0.250
9.721694,173,169,0.250,0.250
9.732054,173,170,0.250,0.250
9.742454,174,170,0.250,0.250
9.752841,174,170,0.250,0.250
9.763219,174,170,0.250,0.250
9.773579,175,171,0.250,0.250
9.783934,175,171,0.250,0.250
9.794280,175,171,0.250,0.250
9.804693,176,172,0.250,0.250
9.825055,176,172,0.000,0.000
9.320240,178,174,0.000,0.000
9.916135,179,175,0.000,0.000
9.957862,179,175,0.000,0.000
9.998769,179,175,0.000,0.000
10.039955,180,176,0.400,0.400
10.050080,180,176,0.400,0.400
10.060184,180,176,0.400,0.400
10.070286,180,176,0.400,0.400
10.080381,180,176,0.400,0.400
10.090481,180,176,0.400,0.400
10.100593,180,176,0.400,0.400
10.110709,180,176,0.400,0.400
10.120813,180,176,0.400,0.400
10.130923,181,176,0.400,0.400
10.141032,181,177,0.400,0.400
10.151142,181,177,0.400,0.400
10.161248,181,177,0.400,0.400
10.171384,181,177,0.400,0.400
10.181508,182,177,0.400,0.400
10.191617,182,178,0.400,0.400
10.201730,182,178,0.400,0.400
10.211838,182,178,0.400,0.400
10.221951,183,179,0.400,0.400
10.232060,183,179,0.400,0.400
10.242170,183,179,0.400,0.400
10.252279,184,180,0.250,0.250
10.262749,184,180,0.250,0.250
10.273110,184,180,0.250,0.250
10.283528,185,180,0.250,0.250
10.293957,185,181,0.250,0.250
10.304331,185,181,0.250,0.250
10.314698,186,182,0.250,0.250
10.325095,186,182,0.250,0.250
10.335526,186,182,0.250,0.250
10.345901,187,183,0.250,0.250
10.356300,187,183,0.250,0.250
10.366670,187,183,0.250,0.250
10.377030,188,183,0.250,0.250
10.387441,188,184,0.250,0.250
10.397809,188,184,0.250,0.250
10.408153,189,184,0.250,0.250
10.418513,189,185,0.250,0.250
10.428937,189,185,0.250,0.250
10.439293,190,185,0.250,0.250
10.449669,190,186,0.250,0.250
10.460061,190,186,0.250,0.250
10.470418,191,186,0.250,0.250
10.480778,191,187,0.250,0.250
10.491135,191,187,0.250,0.250
10.501493,192,187,0.250,0.250
10.511982,192,188,0.250,0.250
10.522358,192,188,0.250,0.250
10.532764,193,188,0.250,0.250
10.543132,193,189,0.250,0.250
10.553516,193,189,0.250,0.250
10.563908,193,189,0.250,0.250
10.574268,194,189,0.250,0.250
10.584627,194,190,0.250,0.250
10.594980,194,190,0.250,0.250
10.605337,195,190,0.250,0.250
10.625719,195,191,0.000,0.000
10.039566,197,193,0.000,0.000
10.717187,197,193,0.400,0.400
10.727324,197,193,0.400,0.400
10.737489,198,193,0.400,0.400
10.747703,198,193,0.400,0.400
10.757860,198,194,0.400,0.400
10.768020,198,194,0.400,0.400
10.778141,198,194,0.400,0.400
10.788251,199,194,0.400,0.400
10.798375,199,195,0.400,0.400
10.808487,199,195,0.400,0.400
10.818643,199,195,0.400,0.400
10.828766,200,195,0.400,0.400
10.838879,200,196,0.400,0.400
10.848998,200,196,0.400,0.400
10.859115,201,196,0.400,0.400
10.869232,201,197,0.250,0.250
10.879713,201,197,0.250,0.250
10.890063,202,197,0.250,0.250
10.900436,202,198,0.250,0.250
10.910804,202,198,0.250,0.250
10.921189,203,198,0.250,0.250
10.931655,203,199,0.250,0.250
10.942045,203,199,0.250,0.250
10.952420,204,199,0.250,0.250
10.962802,204,200,0.250,0.250
10.973161,204,200,0.250,0.250
10.983567,205,200,0.250,0.250
10.993926,205,201,0.250,0.250
11.004280,205,201,0.250,0.250
11.014622,206,201,0.250,0.250
11.024973,206,202,0.250,0.250
11.035359,206,202,0.250,0.250
11.045713,207,202,0.250,0.250
11.056093,207,203,0.250,0.250
11.066467,207,203,0.250,0.250
11.076820,208,203,0.250,0.250
11.087183,208,204,0.250,0.250
11.097585,208,204,0.250,0.250
11.107941,209,204,0.250,0.250
11.118308,209,204,0.250,0.250
11.128685,209,205,0.250,0.250
11.139069,210,205,0.250,0.250
11.149436,210,205,0.250,0.250
11.159837,210,206,0.250,0.250
11.170198,210,206,0.250,0.250
11.180570,211,206,0.250,0.250
11.190924,211,207,0.250,0.250
11.201274,211,207,0.250,0.250
11.211661,212,207,0.250,0.250
11.232029,212,208,0.000,0.000
10.716801,214,209,0.000,0.000
11.322952,215,210,0.000,0.000
11.364245,215,210,0.000,0.000
11.405125,215,211,0.000,0.000
11.446215,216,211,0.000,0.000
11.487537,216,211,0.000,0.000
11.528442,216,211,0.000,0.000
11.569321,216,211,0.000,0.000
11.610215,217,211,0.000,0.000
11.651097,217,211,0.000,0.000
11.691899,217,211,0.000,0.000
11.732742,217,211,0.000,0.000
11.773498,217,211,0.000,0.000
11.814121,217,211,0.000,0.000
11.854628,217,211,0.000,0.000
11.895134,217,211,0.000,0.000
11.935734,217,211,0.000,0.000
11.976278,217,211,0.000,0.000
12.016806,217,211,0.000,0.000
12.057310,217,211,0.000,0.000
12.097834,217,211,0.000,0.000
12.138343,217,211,0.000,0.000
12.178874,217,211,0.000,0.000
12.219381,217,211,0.000,0.000
12.259867,217,211,0.000,0.000
12.300432,217,211,0.000,0.000
12.341515,217,211,0.400,-0.400
12.351635,217,211,0.400,-0.400
12.361741,217,211,0.400,-0.400
12.371846,217,211,0.400,-0.400
12.381968,218,211,0.400,-0.400
12.392083,218,211,0.400,-0.400
12.402190,218,211,0.400,-0.400
12.412344,218,211,0.400,-0.400
12.422459,218,211,0.400,-0.400
12.432562,218,212,0.400,-0.400
12.442664,218,212,0.400,-0.400
12.452774,219,212,0.400,-0.400
12.462875,219,212,0.400,-0.400
12.472974,219,212,0.400,-0.400
12.483090,219,212,0.400,-0.400
12.493208,219,213,0.400,-0.400
12.503311,219,213,0.400,-0.400
12.513413,220,213,0.400,-0.400
12.523516,220,213,0.400,-0.400
12.533616,220,213,0.400,-0.400
12.543720,220,214,0.400,-0.400
12.553824,220,214,0.400,-0.400
12.563929,221,214,0.400,-0.400
12.574032,221,214,0.400,-0.400
12.584134,221,214,0.400,-0.400
12.594236,221,215,0.400,-0.400
12.604339,221,215,0.400,-0.400
12.614588,222,215,0.400,-0.400
12.624725,222,215,0.400,-0.400
12.634876,222,216,0.400,-0.400
12.644996,222,216,0.400,-0.400
12.655133,223,216,0.400,-0.400
12.665241,223,216,0.400,-0.400
12.675342,223,217,0.400,-0.400
12.685455,223,217,0.400,-0.400
12.695579,223,217,0.400,-0.400
